,id,sex,sizeCurrent,sizeGroup,ageGroup,ageString,breedString,colorDetails,vocalLevel,sheddingLevel,energyLevel,exerciseNeeds,isSpecialNeeds,isCurrentVaccinations,isDeclawed,isHousetrained,isKidsOk,adultSexesOk,obedienceTraining,ownerExperience,newPeopleReaction,pictureCount,videoCount,adoptedDate,availableDate,length_of_stay
1103,10022097,Male,6.0,Medium,Young,10 Years 1 Month,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,True,False,True,True,,,,,5,0,2016-06-27 00:00:00+00:00,2016-05-19 00:00:00+00:00,39.0
1105,10022104,Female,12.0,Medium,Adult,12 Years 1 Month,Domestic Short Hair / Tabby / Mixed (short coat),brown tabby and white,,,,,False,True,False,True,True,,,,,7,0,2017-01-13 00:00:00+00:00,2016-05-19 00:00:00+00:00,239.0
1107,10022107,Female,2.0,Small,Baby,9 Years 9 Months,Domestic Short Hair / Tabby / Mixed (short coat),brown tabby and white,,,,,False,True,False,True,True,,,,,5,0,2016-06-07 00:00:00+00:00,2016-05-19 00:00:00+00:00,19.0
1108,10022110,Female,10.0,Small,Adult,9 Years 9 Months,Domestic Short Hair / Oriental Short Hair / Mixed (short coat),White with grey spot,,,,,False,True,False,True,,,,,,15,0,2017-08-07 00:00:00+00:00,2016-05-19 00:00:00+00:00,445.0
1109,10022116,Female,2.0,Small,Baby,9 Years 9 Months,Domestic Short Hair / Siamese / Mixed (short coat),Lynx point,,,,,False,True,False,True,True,,,,,3,0,2016-06-07 00:00:00+00:00,2016-05-19 00:00:00+00:00,19.0
1110,10022118,Male,2.0,Small,Baby,9 Years 9 Months,Domestic Short Hair / Siamese / Mixed (short coat),Lynx point,,,,,False,True,False,True,True,,,,,3,0,2016-06-11 00:00:00+00:00,2016-05-19 00:00:00+00:00,23.0
1111,10022141,Female,10.0,Small,Adult,9 Years 9 Months,Domestic Short Hair / Oriental Short Hair / Mixed (short coat),small grey spot,,,,,False,True,False,True,True,,,,,13,0,2017-08-07 00:00:00+00:00,2016-05-19 00:00:00+00:00,445.0
1113,10022143,Male,2.0,Small,Baby,9 Years 9 Months,Domestic Short Hair / Tuxedo / Mixed (short coat),,,,,,False,True,False,True,True,,,,,4,0,2016-06-11 00:00:00+00:00,2016-05-19 00:00:00+00:00,23.0
1117,10022157,Male,9.0,Small,Young,10 Years 5 Months,Domestic Short Hair / Tuxedo / Mixed (short coat),,,,,,False,True,False,True,True,,,,,7,0,2016-10-14 00:00:00+00:00,2016-05-19 00:00:00+00:00,148.0
1118,10022163,Female,2.0,Small,Baby,9 Years 9 Months,Dilute Tortoiseshell / Calico / Mixed (long coat),calico,,,,,False,True,False,True,True,,,,,2,0,2016-05-22 00:00:00+00:00,2016-05-19 00:00:00+00:00,3.0
1151,10022831,Female,,,Adult,8 Years 5 Months,Tuxedo / Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,16,0,2016-11-12 00:00:00+00:00,2016-06-20 00:00:00+00:00,145.0
1152,10022839,Female,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,11,0,2016-12-01 00:00:00+00:00,2016-07-18 00:00:00+00:00,136.0
1153,10022841,Female,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,11,0,2016-10-08 00:00:00+00:00,2016-07-18 00:00:00+00:00,82.0
1154,10022842,Male,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,10,0,2016-10-08 00:00:00+00:00,2016-07-18 00:00:00+00:00,82.0
1155,10022843,Male,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,9,0,2016-12-01 00:00:00+00:00,2016-07-18 00:00:00+00:00,136.0
1205,10023765,Male,10.0,,Adult,16 Years 5 Months,Domestic Medium Hair (medium coat),Gorgeous Sleek Medium Coat,,,,,False,,False,True,,All,,,Friendly,1,0,2018-03-29 00:00:00+00:00,2016-05-20 00:00:00+00:00,678.0
1206,10023772,Female,,Small,Adult,9 Years 2 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,8,2,2017-01-05 00:00:00+00:00,2016-07-01 00:00:00+00:00,188.0
1209,10023828,Female,,Small,Baby,6 Years 11 Months,Domestic Medium Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-08-17 00:00:00+00:00,2016-07-01 00:00:00+00:00,47.0
1210,10023830,Female,,Small,Baby,6 Years 11 Months,Domestic Medium Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-09-06 00:00:00+00:00,2016-07-01 00:00:00+00:00,67.0
1211,10023831,Female,,Small,Baby,6 Years 11 Months,Tortoiseshell / Mixed,,,,,,,,,,,,,,,1,0,2016-09-10 00:00:00+00:00,2016-07-01 00:00:00+00:00,71.0
1212,10023832,Female,,Small,Baby,6 Years 11 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-08-12 00:00:00+00:00,2016-07-01 00:00:00+00:00,42.0
1213,10023834,Male,4.0,Small,Baby,6 Years 11 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-08-10 00:00:00+00:00,2016-07-01 00:00:00+00:00,40.0
1214,10023837,Male,,Small,Baby,6 Years 11 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-08-25 00:00:00+00:00,2016-07-01 00:00:00+00:00,55.0
1215,10023842,Male,,Small,Baby,6 Years 11 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-07-21 00:00:00+00:00,2016-07-01 00:00:00+00:00,20.0
1223,10024132,Female,,Small,Baby,6 Years 8 Months,Domestic Short Hair,grey tabby mixed with white,,,,,False,,,True,True,,,,,1,0,2016-09-03 00:00:00+00:00,2016-05-20 00:00:00+00:00,106.0
1236,10024252,Female,10.0,Small,Adult,7 Years 1 Month,Domestic Short Hair / Mixed,,,,Moderate,Moderate,False,,,True,True,All,,,,7,1,2019-06-14 00:00:00+00:00,2017-10-20 00:00:00+00:00,602.0
1248,10024599,Male,,Medium,Young,10 Years 5 Months,Tabby (short coat),Gray and white,,Moderate,High,Moderate,False,,False,True,,,,,Friendly,2,1,2016-10-01 00:00:00+00:00,2016-05-20 00:00:00+00:00,134.0
1255,10024719,Female,,,,9 Years 6 Months,Tabby / Domestic Short Hair (short coat),,,,,,False,True,False,,True,All,,,Friendly,6,0,2017-03-13 00:00:00+00:00,2016-05-20 00:00:00+00:00,297.0
1272,10025285,Female,,,Adult,9 Years 8 Months,Bengal (short coat),,,Moderate,Moderate,Not Required,False,,False,,True,All,,,,1,0,2016-05-24 00:00:00+00:00,2016-05-20 00:00:00+00:00,4.0
1301,1002597,Female,,Small,,17 Years 2 Months,Domestic Short Hair - brown / Havana / Mixed (short coat),Chocolate,,,,,,True,False,True,True,,,,Friendly,3,0,2008-11-10 00:00:00+00:00,2008-10-28 00:00:00+00:00,13.0
1329,10026354,Male,7.840000152587891,Medium,Young,2 Years 3 Months,Domestic Short Hair / Mixed (short coat),,Some,Moderate,High,Low,False,True,False,,True,All,,Species,Friendly,4,0,2022-03-22 00:00:00+00:00,2022-03-07 00:00:00+00:00,15.0
1360,10026568,Female,,Medium,Baby,7 Years 9 Months,Domestic Short Hair (short coat),Black with white dot on chest,Some,Moderate,High,,False,True,False,True,True,All,,,Friendly,3,0,2018-10-10 00:00:00+00:00,2016-05-20 00:00:00+00:00,873.0
1370,10026738,Female,2.0,Medium,Baby,9 Years 4 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-20 00:00:00+00:00,1.0
1371,10026739,Male,2.0,Medium,Baby,9 Years 4 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-20 00:00:00+00:00,1.0
1372,10026740,Female,2.0,Medium,Baby,9 Years 2 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-20 00:00:00+00:00,1.0
1373,10026741,Female,2.0,Medium,Baby,9 Years 2 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-20 00:00:00+00:00,1.0
1374,10026742,Female,3.0,Medium,Baby,9 Years 2 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,3,0,2016-05-28 00:00:00+00:00,2016-05-21 00:00:00+00:00,7.0
1375,10026743,Female,3.0,Medium,Baby,9 Years 2 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-21 00:00:00+00:00,0.0
1401,10027542,Male,3.0,,Baby,9 Years 10 Months,Domestic Short Hair / Russian Blue / Mixed (short coat),Solid,Some,Moderate,High,Moderate,False,,False,True,True,,Has Basic Training,,Cautious,3,0,2016-06-26 00:00:00+00:00,2016-05-27 00:00:00+00:00,30.0
1402,10027606,Female,,Small,Adult,6 Years 9 Months,Domestic Short Hair / American Shorthair / Mixed (short coat),Gray tabby,Quiet,Moderate,,Low,False,True,False,True,,All,,,,5,0,2019-12-24 00:00:00+00:00,2019-10-05 00:00:00+00:00,80.0
1417,10028106,Female,,,,7 Years 6 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,3,0,2016-08-04 00:00:00+00:00,2016-05-21 00:00:00+00:00,75.0
1421,10028542,Male,,Medium,Baby,10 Years 2 Months,Domestic Medium Hair / Tabby / Mixed (medium coat),Gray tabby,,,,,,True,,True,,All,,,Friendly,1,0,2016-06-04 00:00:00+00:00,2016-05-24 00:00:00+00:00,11.0
1422,10028544,Female,,Medium,Adult,10 Years 6 Months,Domestic Short Hair,,Some,Moderate,Moderate,Low,False,,False,True,,All,,,Friendly,2,0,2016-06-10 00:00:00+00:00,2016-05-25 00:00:00+00:00,16.0
1423,10028546,Male,3.0,,Baby,6 Years 8 Months,Domestic Short Hair,,,,,,False,True,False,,True,,,,,6,0,2016-10-24 00:00:00+00:00,2016-05-21 00:00:00+00:00,156.0
1424,10028547,Male,3.0,,Baby,6 Years 8 Months,Domestic Short Hair,,,,,,False,True,False,,True,,,,,5,0,2016-06-29 00:00:00+00:00,2016-05-21 00:00:00+00:00,39.0
1430,10028643,Male,,Small,Baby,6 Years 9 Months,Domestic Short Hair / Mixed (short coat),Brown tabby,,,,,False,True,False,True,,,,,,3,0,2016-08-09 00:00:00+00:00,2016-05-21 00:00:00+00:00,80.0
1443,10029009,Male,,,Young,7 Years 4 Months,Domestic Short Hair,,,,,,False,True,False,,,,,,,1,0,2017-01-30 00:00:00+00:00,2016-05-21 00:00:00+00:00,254.0
1459,10029282,Male,18.0,,Adult,6 Years 9 Months,Domestic Short Hair,,,,,,False,True,False,,True,,,,,6,0,2020-02-05 00:00:00+00:00,2016-05-21 00:00:00+00:00,1355.0
1461,10029297,Female,,,Young,10 Years 1 Month,Domestic Long Hair (long coat),,,,,,False,True,False,True,True,,,,,2,0,2016-10-09 00:00:00+00:00,2016-10-01 00:00:00+00:00,8.0
1462,10029317,Male,3.0,,Baby,6 Years 8 Months,Domestic Short Hair,,,,,,False,True,False,,True,,,,,6,0,2016-10-24 00:00:00+00:00,2016-05-21 00:00:00+00:00,156.0
1486,10030159,Female,2.5,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-06-26 00:00:00+00:00,2016-06-01 00:00:00+00:00,25.0
1487,10030164,Female,2.5,Medium,Baby,6 Years 8 Months,Domestic Long Hair / Calico / Mixed (long coat),,,,,,False,True,False,True,,,,,,1,0,2016-06-26 00:00:00+00:00,2016-06-01 00:00:00+00:00,25.0
1488,10030165,Female,10.0,Medium,Adult,6 Years 8 Months,Domestic Long Hair / Tortoiseshell / Mixed (long coat),,,,,,False,True,False,True,True,,,,,4,0,2018-09-22 00:00:00+00:00,2018-08-03 00:00:00+00:00,50.0
1489,10030170,Male,2.5,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-07-06 00:00:00+00:00,2016-06-01 00:00:00+00:00,35.0
1490,10030173,Male,2.5,Medium,Baby,6 Years 8 Months,Domestic Long Hair / Mixed (long coat),,,,,,False,True,False,True,,,,,,1,0,2016-06-13 00:00:00+00:00,2016-06-01 00:00:00+00:00,12.0
1491,10030175,Male,2.5,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-07-06 00:00:00+00:00,2016-06-01 00:00:00+00:00,35.0
1492,10030196,Male,2.5,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-06-26 00:00:00+00:00,2016-06-01 00:00:00+00:00,25.0
1494,10030235,Female,,,Baby,6 Years 7 Months,Domestic Short Hair / Bobtail / Mixed (short coat),Brown Tabby and White,,,,,False,True,False,True,,,,,,3,0,2016-09-07 00:00:00+00:00,2016-07-17 00:00:00+00:00,52.0
1497,10030239,Male,,,Baby,6 Years 7 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-08-31 00:00:00+00:00,2016-08-31 00:00:00+00:00,0.0
1498,10030240,Male,,,Baby,6 Years 7 Months,Domestic Short Hair / Siamese / Mixed (short coat),Flame Point Siamese Mix,,,,,False,True,False,True,,All,,,Friendly,4,0,2016-09-01 00:00:00+00:00,2016-07-15 00:00:00+00:00,48.0
1514,10030405,Male,2.9600000381469727,Small,Baby,7 Years 9 Months,Ragdoll / Domestic Long Hair / Mixed (long coat),,,,,,False,True,False,,,,,,,4,0,2016-06-14 00:00:00+00:00,2016-05-22 00:00:00+00:00,23.0
1520,10031122,Female,,,Baby,6 Years 7 Months,Manx (short coat),,,,,,False,,False,True,True,,,,,7,0,2016-07-02 00:00:00+00:00,2016-06-25 00:00:00+00:00,7.0
1521,10031146,Female,,,Baby,6 Years 7 Months,Manx (short coat),,,,,,False,,False,True,True,,,,,5,0,2016-09-17 00:00:00+00:00,2016-06-24 00:00:00+00:00,85.0
1522,10031148,Female,,,Baby,6 Years 8 Months,Domestic Short Hair,,,,,,False,,False,True,True,,,,,1,0,2016-05-28 00:00:00+00:00,2016-05-21 00:00:00+00:00,7.0
1524,10031151,,,,Baby,6 Years 8 Months,Domestic Short Hair,,,,,,False,,False,True,True,,,,,1,0,2016-05-28 00:00:00+00:00,2016-05-21 00:00:00+00:00,7.0
1525,10031152,Female,,,Baby,6 Years 8 Months,Domestic Short Hair,,,,,,False,,False,True,True,,,,,3,0,2017-01-07 00:00:00+00:00,2016-05-21 00:00:00+00:00,231.0
1532,10031235,Male,,Small,Baby,10 Years 1 Month,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,2,0,2016-05-27 00:00:00+00:00,2016-05-14 00:00:00+00:00,13.0
1534,10031243,Female,,Small,Baby,10 Years 1 Month,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,5,0,2016-09-03 00:00:00+00:00,2016-05-14 00:00:00+00:00,112.0
1535,10031248,Female,,Small,Baby,10 Years 1 Month,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,2,0,2016-06-25 00:00:00+00:00,2016-05-14 00:00:00+00:00,42.0
1536,10031252,Male,,Small,Baby,10 Years 1 Month,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,2,0,2016-07-01 00:00:00+00:00,2016-05-14 00:00:00+00:00,48.0
1537,10031263,Male,28.0,Medium,Adult,12 Years 2 Months,Maine Coon (medium coat),,,Moderate,Low,,False,True,,True,True,All,,,Friendly,3,0,2016-06-20 00:00:00+00:00,2016-05-22 00:00:00+00:00,29.0
1538,10031286,Female,19.0,Medium,Adult,12 Years 2 Months,Maine Coon (long coat),,,Moderate,Low,,False,True,,True,True,All,,,Friendly,3,0,2016-06-20 00:00:00+00:00,2016-05-22 00:00:00+00:00,29.0
1572,10031579,Male,,Small,Baby,6 Years 9 Months,Domestic Short Hair / Mixed (short coat),Gray,,,,,False,True,False,True,,,,,,1,0,2016-07-28 00:00:00+00:00,2016-05-22 00:00:00+00:00,67.0
1593,10031645,Female,8.0,Small,Adult,7 Years 6 Months,Siamese / Mixed,,,,,,,,,True,,,,,,4,0,2016-06-09 00:00:00+00:00,2016-06-03 00:00:00+00:00,6.0
1595,10031706,Female,2.5999999046325684,Small,Baby,6 Years 8 Months,Siamese / Mixed,,,,,,,,,True,,,,,,2,0,2016-06-03 00:00:00+00:00,2016-06-03 00:00:00+00:00,0.0
1597,10031713,Male,3.0,Small,Baby,6 Years 8 Months,Calico / Siamese / Mixed,,,,,,,,,True,,,,,,2,0,2016-06-03 00:00:00+00:00,2016-06-03 00:00:00+00:00,0.0
1598,10031721,Female,3.0,Small,Baby,6 Years 8 Months,Siamese / Tonkinese / Mixed,,,,,,,,,True,,,,,,2,0,2016-06-03 00:00:00+00:00,2016-06-03 00:00:00+00:00,0.0
1631,10031993,Male,,,Baby,8 Years 6 Months,Maine Coon,,,,,,False,True,,True,,,,,,2,0,2016-06-05 00:00:00+00:00,2016-05-23 00:00:00+00:00,13.0
1632,10032018,Male,,,Baby,8 Years 6 Months,Maine Coon,,,,,,False,True,,True,,,,,,1,0,2016-06-05 00:00:00+00:00,2016-05-23 00:00:00+00:00,13.0
1674,10032630,Female,13.0,Large,Senior,14 Years,Domestic Short Hair / Tabby / Mixed (medium coat),,,Moderate,Low,,False,True,False,True,True,,,Species,Friendly,5,0,2023-09-27 00:00:00+00:00,2016-05-22 00:00:00+00:00,2684.0
1733,10033260,Female,7.0,Medium,Adult,7 Years 6 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,3,0,2016-06-11 00:00:00+00:00,2016-05-22 00:00:00+00:00,20.0
1762,10033503,Female,3.5,Medium,Baby,9 Years 2 Months,Domestic Long Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,2,0,2016-05-22 00:00:00+00:00,2016-05-20 00:00:00+00:00,2.0
1763,10033505,Female,2.0,Medium,Baby,9 Years 2 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-20 00:00:00+00:00,1.0
1764,10033506,Male,2.0,Medium,Baby,9 Years 2 Months,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-21 00:00:00+00:00,2016-05-20 00:00:00+00:00,1.0
1767,10033570,Female,,,,9 Years 9 Months,Domestic Short Hair / Mixed (short coat),Brown Tabby,,,,,False,True,,True,,,,,,5,0,2016-12-28 00:00:00+00:00,2016-05-23 00:00:00+00:00,219.0
1826,10034486,Female,15.0,Large,Adult,14 Years,Domestic Long Hair / Mixed,,,,,,False,True,False,True,True,,,,,1,0,2016-06-18 00:00:00+00:00,2016-05-23 00:00:00+00:00,26.0
1830,10034619,Female,6.0,Medium,Baby,9 Years 9 Months,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,,,,,2,0,2016-05-24 00:00:00+00:00,2016-05-23 00:00:00+00:00,1.0
1833,10034680,Female,8.0,Medium,Young,9 Years 8 Months,Dilute Calico / Mixed,,,,,,False,True,False,True,True,,,,Friendly,5,0,2018-09-15 00:00:00+00:00,2018-09-02 00:00:00+00:00,13.0
1853,10035218,Female,3.200000047683716,,Baby,9 Years 2 Months,Domestic Long Hair / Calico (long coat),black and tan,,,,,False,True,False,True,True,,,,,1,0,2016-07-15 00:00:00+00:00,2016-07-09 00:00:00+00:00,6.0
1854,10035226,Male,2.0,,Baby,9 Years 10 Months,Domestic Short Hair / Snowshoe (short coat),,,,,,False,False,False,True,,,,,,2,0,2016-06-01 00:00:00+00:00,2016-05-20 00:00:00+00:00,12.0
1881,10035733,Male,11.100000381469728,Medium,Young,3 Years 9 Months,Domestic Short Hair / Extra-Toes Cat (Hemingway Polydactyl) / Mixed (short coat),,,,Moderate,Low,False,True,False,,True,All,,Species,Friendly,4,2,2022-05-09 00:00:00+00:00,2022-04-07 00:00:00+00:00,32.0
1909,10036245,Male,,,Baby,7 Years 9 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,True,True,False,True,,,,,,2,0,2016-06-12 00:00:00+00:00,2016-05-23 00:00:00+00:00,20.0
1914,10036278,Male,,Medium,Young,7 Years 9 Months,Domestic Short Hair (short coat),Tabby and White,,Moderate,Moderate,,False,True,False,True,,All,,,Friendly,4,0,2017-03-01 00:00:00+00:00,2016-05-23 00:00:00+00:00,282.0
1915,10036286,Female,8.0,Medium,Young,8 Years 8 Months,Domestic Short Hair (short coat),orange & black on white background,,Moderate,Moderate,Not Required,False,True,False,True,,,,,Friendly,4,0,2016-12-18 00:00:00+00:00,2016-05-23 00:00:00+00:00,209.0
1916,10036291,Male,,Medium,Baby,,Domestic Medium Hair (medium coat),,,Moderate,Moderate,,False,True,False,True,,,,,,4,0,2016-06-11 00:00:00+00:00,2016-05-23 00:00:00+00:00,19.0
1920,10036391,Female,,Medium,Baby,8 Years 11 Months,Domestic Short Hair / Mixed (short coat),,Some,Moderate,High,Not Required,False,True,False,True,True,All,,,Friendly,0,0,2016-05-15 00:00:00+00:00,2016-04-01 00:00:00+00:00,44.0
1932,10036718,Male,,Small,Baby,8 Years 5 Months,Domestic Short Hair (short coat),Brown Tabby,,,,,False,True,,True,,,,,,4,0,2016-06-13 00:00:00+00:00,2016-05-24 00:00:00+00:00,20.0
1933,10036719,Male,,Small,Baby,8 Years 5 Months,Domestic Short Hair (short coat),Brown Tabby,,,,,False,True,,True,,,,,,4,0,2016-06-13 00:00:00+00:00,2016-05-24 00:00:00+00:00,20.0
1934,10036720,Female,,Small,Baby,8 Years 5 Months,Domestic Short Hair (short coat),Tortie,,,,,False,True,,True,,,,,,1,0,2017-02-04 00:00:00+00:00,2016-05-24 00:00:00+00:00,256.0
1935,10036722,Female,,Small,Baby,8 Years 5 Months,Domestic Short Hair (short coat),Brown Tabby,,,,,False,True,,True,,,,,,4,0,2016-06-10 00:00:00+00:00,2016-05-24 00:00:00+00:00,17.0
1945,10036803,Female,5.0,Small,Young,7 Years,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,11,0,2016-10-30 00:00:00+00:00,2016-05-28 00:00:00+00:00,155.0
1951,10036840,Female,5.0,Medium,Adult,7 Years,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,4,1,2017-02-11 00:00:00+00:00,2016-05-28 00:00:00+00:00,259.0
1995,10037112,Female,,Medium,Baby,8 Years 2 Months,Tuxedo (medium coat),,,,,,False,,False,,True,All,,,Friendly,1,0,2016-08-09 00:00:00+00:00,2016-05-24 00:00:00+00:00,77.0
1996,10037114,Female,,,,7 Years,Dilute Tortoiseshell / Mixed (short coat),,,,,,False,,,,,,,,,1,0,2016-06-07 00:00:00+00:00,2016-06-07 00:00:00+00:00,0.0
2034,10037649,Male,,Small,Young,7 Years 5 Months,Siamese / Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,5,0,2016-05-28 00:00:00+00:00,2016-05-25 00:00:00+00:00,3.0
2039,10037825,Male,12.779999732971191,Medium,Young,2 Years 9 Months,Domestic Short Hair / Manx / Mixed (short coat),,,Moderate,Moderate,Low,False,True,False,,True,All,,Species,Friendly,4,0,2022-04-17 00:00:00+00:00,2022-03-07 00:00:00+00:00,41.0
2076,10038752,Male,,,Baby,9 Years 5 Months,Domestic Short Hair (short coat),Buff Tabby,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,4,0,2016-06-29 00:00:00+00:00,2016-06-15 00:00:00+00:00,14.0
2109,10039394,Female,2.0,Medium,Baby,9 Years 9 Months,Tabby / Domestic Short Hair / Mixed (short coat),Gray Tabby,,Moderate,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2016-06-06 00:00:00+00:00,2016-05-24 00:00:00+00:00,13.0
2112,10039421,Female,1.600000023841858,Medium,Baby,9 Years 9 Months,Tabby / Domestic Short Hair / Mixed,Brown Tabby w/ White,Quiet,Moderate,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2016-05-31 00:00:00+00:00,2016-05-24 00:00:00+00:00,7.0
2113,10039426,Female,1.600000023841858,Medium,Baby,9 Years 9 Months,Tabby / Domestic Short Hair / Mixed (short coat),White w/ Tabby,Quiet,Moderate,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2016-05-31 00:00:00+00:00,2016-05-24 00:00:00+00:00,7.0
2133,10039730,Male,3.0999999046325684,,Baby,9 Years 2 Months,Tabby / Domestic Short Hair (short coat),white paws,,,,,False,True,False,True,True,,,,,3,0,2016-09-25 00:00:00+00:00,2016-07-02 00:00:00+00:00,85.0
